,user_loc,Mean_friendship,Median_friendship,Std_friendship,Total_friendship,Mean_SCI_with_Self,Median_SCI_with_Self,Std_SCI_with_Self,SCI,Mean_SCI_without_Self,Median_SCI_without_Self,Std_SCI_without_Self,Mean_dist_to_SCI_km,Median_dist_to_SCI_km,Std_dist_to_SCI_km,Total_dist_to_SCI_km,Ratio_selfloop_to_country,Ratio_selfloop_to_africa,Ratio_selfloop_to_all_sci,Average_distance_of_friendships_km,Ratio_SCI_low_hi_africa,Ratio_SCI_middle_hi_africa,Ratio_SCI_high_hi_africa
182,EGY1,952.6514285714286,42.0,12200.600260388972,666856,110.96758042308174,7.0,3625.274130995146,886520,71.42651477215824,7.0,807.4191043686279,4126.532806647972,4040.4991371113174,1450.018197930117,2888572.9646535804,0.5328686518784858,0.47381293712585626,0.35641045887289624,464.6741918955561,0.0464817488607138,0.7560291927988089,0.1479504128502459
183,EGY10,1340.4214285714286,62.5,20276.01344389317,938295,150.3584929277757,8.0,6017.319139999836,1201214,83.66424636955433,8.0,819.8554355545314,3839.8475409593584,3692.286729408934,1380.549888882283,2687893.2786715506,0.6663998919562423,0.5679493123164889,0.44363785303867587,499.35922460505043,0.04563216878924155,0.8093745161145308,0.11893551024213837
184,EGY11,701.4357142857143,83.0,3348.8844148742446,491005,89.85404931781198,15.0,1014.1884472510507,717844,82.88157235853781,15.0,800.1685139258364,4031.216641477139,3930.374966117605,1426.678674296548,2821851.6490339977,0.14278291805838164,0.11361595095772956,0.07771326360602025,858.9041916511748,0.10255292236196165,0.6490379525356484,0.16110882030078957
185,EGY12,843.8957142857142,60.0,9766.973007108394,590727,92.24846664163225,8.0,2899.898922568836,736973,60.63607911867802,8.0,652.4687500360707,4045.6677065251874,3947.1201047856184,1435.804032730698,2831967.394567631,0.489407333786682,0.42762900629224665,0.34276968084312454,556.0151313755665,0.07499460631529242,0.7799268087161945,0.09677423731941333
186,EGY13,2814.9542857142856,77.0,50969.57735583018,1970468,272.64513706346224,14.0,15098.50549399177,2178162,105.73873309964948,14.0,2325.940491364128,3757.5777165205127,3653.078060456711,1323.0401809122718,2630304.4015643587,0.7033601996699244,0.6767534413144491,0.61222305778909,253.18850057749233,0.026298778511423853,0.9002319386712283,0.047557527860645814
187,EGY14,8270.49142857143,49.0,192787.5130601523,5789344,745.358743271999,7.0,57077.42435742552,5954671,107.42000500751126,7.0,2565.764866697854,3525.607279033259,3312.60984997823,1283.1426955638296,2467925.0953232814,0.8919364853579331,0.8803415378322657,0.8558995114927425,513.0186896937017,0.008393410819842104,0.9698065602616837,0.018209906139230864
188,EGY15,2662.7057142857143,47.0,55939.54313997117,1863894,250.20265364876707,8.0,16564.863917249935,1998869,65.12831747621432,8.0,866.8961922124494,4037.2830251344285,3906.952774926933,1416.2369978638233,2826098.1175941,0.8195286982807691,0.7932983313428768,0.7397303174945432,227.7435310103733,0.021814336007011964,0.9297927978271713,0.03307470374496778
189,EGY16,1039.6357142857144,51.0,13436.988157047252,727745,116.18312679934911,7.0,3989.2810018226323,928187,72.64596895343014,7.0,878.3148096328312,4097.020208500162,4011.5905664465768,1440.4635921477204,2867914.1459501134,0.52982816309809,0.47803969797113,0.3748070162585772,460.5177329547079,0.0537617958450183,0.7853697584646198,0.11932940237258224
190,EGY17,2121.4742857142855,106.5,39902.529758250486,1485032,204.31931405682815,8.0,11819.394538869254,1632307,72.69729594391588,8.0,1137.5288788319795,3606.678539539384,3515.4782706312267,1276.8047108751668,2524674.977677569,0.7608685585620785,0.7081335621050591,0.6442421676804669,505.6526346482388,0.050002848728823684,0.8826078672700662,0.05116868334204289
191,EGY18,1337.36,62.0,20187.117844030035,936152,145.32169232694955,8.0,5991.607871033167,1160975,78.98485227841762,8.0,862.1215026372548,3829.1459291868714,3699.0340698776536,1360.8000141979933,2680402.15043081,0.6449063320894569,0.5661943786906399,0.4565507439867353,501.8318048544645,0.04689248261159801,0.8033282370421413,0.1227769762484119
192,EGY19,2037.2214285714285,69.0,38958.32348694825,1426055,203.68256352484667,8.0,11540.248556833703,1627220,74.8743114672008,8.0,792.0834138173582,3916.7312679333495,3789.1358429216707,1399.7351403697992,2741711.887553345,0.7831487308659638,0.7216580005680006,0.6324430624009046,330.95592562431403,0.03604736913263111,0.880984746991802,0.06807069726281634
193,EGY2,3088.982857142857,64.5,55950.96465098666,2162288,332.86381274252096,19.0,16574.29925881063,2659249,148.95868803204806,19.0,2123.9664680914643,3783.8739961497313,3720.988678712366,1316.0737537553769,2648711.797304812,0.7035678596241903,0.6795426881155516,0.5525496108111726,340.6197109564667,0.020938242338344397,0.81425018868109,0.05639073287232598
194,EGY20,2627.862857142857,41.5,57784.336799865916,1839504,251.40731005132056,10.0,17109.547394858593,2008493,60.14371557336004,10.0,696.3990068121382,4160.581190794803,4076.252927766403,1444.5977346337274,2912406.833556362,0.8558502549798789,0.8306940349137594,0.7608017553459235,191.92106653099995,0.017829287928810306,0.917107502988559,0.04422420192651904
195,EGY21,2192.02,43.0,46529.6626838529,1534414,217.82588559268996,8.0,13778.813973801874,1740211,63.860040060090135,8.0,687.51819721866,4160.283230291053,4076.8697211650583,1452.78052454501,2912198.261203737,0.8397294509489901,0.8016721693102383,0.7068665811214847,217.5992130008253,0.022524280101665833,0.882574009703421,0.05986285571117526
196,EGY22,4501.464285714285,82.5,86500.11999649409,3151025,463.12892727500315,27.0,25619.788357300306,3699937,177.2522533800701,27.0,1862.5757848983567,4060.994453544148,3944.6908367211945,1392.2511325509552,2842696.1174809034,0.750769819398134,0.7248581017288025,0.6173202408581552,341.170718498627,0.02166442293476889,0.860768980661022,0.055944736356321745
197,EGY23,1873.7214285714285,78.5,33642.90081309445,1311605,194.54086869445487,7.0,9969.310297317186,1554187,83.44554331497245,7.0,886.3630586873568,4119.150098638703,4047.9959532681746,1456.970749708623,2883405.069047092,0.7418727182765215,0.676746428993485,0.5711178899321638,376.10176886644786,0.04059807474904886,0.8417468425614164,0.09490942853080099
198,EGY24,9919.934285714286,95.5,217346.21403275782,6943954,893.6765552634873,10.0,64355.168244420354,7139582,174.95643465197796,10.0,3847.4385570417458,3839.3695985092922,3731.4498890978984,1429.7222791841548,2687558.7189565045,0.9133648825921866,0.826910719742671,0.8042529660700024,392.7251221403582,0.013539308043524117,0.968742007585318,0.012356325622424395
199,EGY25,2079.97,69.0,26612.06693994249,1455979,211.0002503442233,7.0,7902.564268294274,1685681,130.20706059088633,7.0,3209.8751863736725,3793.0523364036085,3687.2112132336524,1330.9481914456605,2655136.635482526,0.4712809229583255,0.44340406008603145,0.3829829012725421,374.2418662490646,0.03397855228836298,0.8547115379481646,0.09610477901809417
200,EGY26,8644.99142857143,45.5,209455.93660750866,6051494,778.3243209412943,6.0,62008.27588967695,6218033,84.8865798698047,6.0,1862.5042406611321,4173.051928821697,4061.6026240819683,1418.8296431712688,2921136.350175188,0.9247345624938239,0.9154696344406852,0.8909504018392955,197.8103371483996,0.0065705666084435385,0.9764824342360358,0.01211830172017421
201,EGY27,1309.0342857142857,63.0,19701.76136745709,916324,148.95681562147954,7.0,5869.836562304315,1190016,84.2344767150726,7.0,994.6530477215765,3803.331457335543,3685.8432888740776,1344.902167004931,2662332.02013488,0.6279899745234377,0.5643757011712015,0.43457482924599333,487.82960204430367,0.045715351726363346,0.7631065464666021,0.17279851699472948
202,EGY3,1463.2628571428572,60.0,19811.340031531698,1024284,151.6307422706221,8.0,5876.381471631716,1211378,87.38770655983976,8.0,1249.0445358130034,4032.7848037520544,3948.696961005427,1445.7431210276955,2822949.362626438,0.5701140616843812,0.501154953118471,0.4237529491207534,452.3634985674815,0.051452147884475365,0.8419461142599585,0.07309609386995636
203,EGY4,1813.6285714285714,67.0,33723.76215373602,1269540,185.70547002127927,8.0,9990.704403342092,1483601,74.19867300951427,8.0,693.4550167358558,3936.429550237996,3813.591814521324,1413.7003262151063,2755500.6851665974,0.7796157497954487,0.7017518156182554,0.6004997300487126,379.40836126379446,0.04004715553575389,0.8580110150909847,0.07777428028155818
204,EGY5,1032.8771428571429,44.0,15019.736769048044,723014,113.38352735010639,7.0,4454.726861545546,905821,64.23147220831247,7.0,737.4540428950341,4086.250582918749,4002.230021467617,1448.662927208722,2860375.4080431242,0.597134290597043,0.5431983336422255,0.4335735205962326,437.2583969726829,0.04939055287965282,0.7883985908915779,0.1143824221341744
205,EGY6,826.6857142857143,53.0,7564.993987429108,578680,95.78895981975217,11.0,2251.106225866187,765258,74.49661992989485,11.0,1202.388176097206,4031.036016159337,3957.0348304560725,1451.4987122178368,2821725.211311536,0.34461398268617427,0.29408135757240617,0.22238120999715127,603.0519809031927,0.05889647674379098,0.750333874327351,0.12475661802947503
206,EGY7,2562.2,54.0,47975.84560776063,1793540,247.10426836900737,9.0,14210.644157129485,1974116,89.43377566349524,9.0,1826.5844369730526,4114.906482003165,4011.7775406485625,1433.1898423278217,2880434.5374022154,0.7306967471521122,0.7023645973884051,0.6381180234596143,246.48500704588375,0.02610738173440669,0.9098599069152978,0.042731024924573834
207,EGY8,835.4657142857143,72.0,6493.956190752021,584826,97.18926023282013,12.0,1937.583832093311,776445,77.42814221331999,12.0,796.6126951798143,3857.4741002857613,3738.4766946120662,1401.5113362093803,2700231.8702000333,0.32505479353384853,0.2700786216755069,0.20342587047376182,720.2350251704465,0.09344254905369988,0.7173540946235728,0.12440417544063005
208,EGY9,1291.4657142857143,44.0,21251.869729884707,904026,133.37238703216923,7.0,6298.058122692953,1065512,63.41937906860291,7.0,756.3390785142316,4043.9606454509258,3951.9342059669207,1440.6622162782687,2830772.451815648,0.6693420324636599,0.6182543422423691,0.5245534541140785,370.743798471535,0.048287583809473754,0.8329385309597639,0.08010045874659319
209,ERI1,41078.01714285714,36.0,498304.0361638306,28754612,3836.0286644135685,5.0,147863.1763850627,30646033,2722.1075363044565,5.0,109325.66932658495,3538.5904074949717,3592.237681939606,1402.8108339082899,2477013.28524648,0.313991300638985,0.30957948589255874,0.29047276689938956,174.14532787501224,0.9381305567347004,0.0008972123732947752,0.01791840399049365
210,ERI3,163608.6557142857,1.0,3531413.8595374743,114526059,14549.261109024908,1.0,1045665.2575772057,116234047,2928.5071357035554,1.0,120696.861974117,3670.2541454083844,3760.046706857294,1489.4805506479518,2569177.901785869,0.8139465034484776,0.8106550841848142,0.7987430051368684,254.49243682921534,0.98554962987738,0.0008437200848732386,0.0032546315796781987
211,ERI4,139299.54285714286,16.0,3082088.6221054653,97509680,12399.887219927401,1.0,912575.0002850054,99062699,2245.095267901853,1.0,94711.00878782471,3439.8475515241153,3485.6076507525063,1375.0182051083314,2407893.286066881,0.8342053520139238,0.8320084529043681,0.8189649466344542,170.8157601332865,0.9842251320045298,0.0002769660051357979,0.003350029863410041
212,ERI5,94683.80714285714,1.0,1940410.272438399,66278665,8527.679934910502,1.0,574623.6645444798,68127635,2179.472709063595,1.0,90767.86038367152,3520.192828065258,3577.9089995737427,1414.5182031607144,2464134.9796456806,0.7685267765886998,0.7652237262171772,0.7444557116946743,100.17314089546176,0.9727777868701886,0.00030872934309256444,0.005497446080434174
213,ERI6,155308.53857142857,1.0,3327972.4365375773,108715977,13861.503066716736,1.0,985439.0217127281,110739548,2919.9611917876814,1.0,121120.12197568592,3517.27529204675,3592.979819339596,1359.454542996141,2462092.704432725,0.8064044278043073,0.8040667104523193,0.7893738016702037,182.33824033025627,0.9814419415907314,0.00040309899043474513,0.004922134953991324
214,ETH1,3158.582857142857,116.0,21052.592196360456,2211008,348.6274877957191,20.0,6296.945583610359,2785185,317.5232849273911,20.0,5650.3443412098195,3307.9535798842176,3321.5780493336415,1571.447135415899,2315567.5059189526,0.1418599400423968,0.11253193113729122,0.08933302455671706,542.7010014645118,0.8006574069586042,0.022482528090593625,0.1098106588969853
215,ETH10,3562.7,86.0,48154.6213079182,2493890,349.4305920640881,10.0,14281.232658517787,2791601,196.30345518277417,10.0,4078.0209509303604,3113.0767346497923,3062.896578722692,1620.2251056264947,2179153.7142548547,0.5261813642030552,0.49061065243455004,0.4382893543883958,478.76853008809957,0.8953668522113296,0.03149877077705589,0.0571944199762072
216,ETH11,17153.41,64.0,379805.83150482585,12007387,1628.2462135436224,15.0,112459.18852590592,13008059,372.8396344516775,15.0,7486.465933585094,3445.814807916562,3469.8158108179628,1427.730319971917,2412070.3655415936,0.8581310521059375,0.8353038009018948,0.7710463182862255,217.83062277636364,0.9239424575180663,0.004178486582817621,0.04424595552649323
217,ETH2,24704.542857142857,133.0,580928.1637384663,17293180,2251.844911753661,11.0,172020.86787721125,17989989,329.55671006509766,11.0,8384.476983517226,3543.783391608864,3596.837427935656,1515.3232356421101,2480648.3741262048,0.9155477790164599,0.8880662781512711,0.8536686709480479,247.79894927417564,0.9781505147112652,0.003443359526234285,0.012420185470930527
218,ETH3,2952.3585714285714,73.0,32544.731729164974,2066651,295.7683064213293,10.0,9665.216649568292,2362893,202.99949924887332,10.0,4966.462989696016,3338.602964608853,3353.1640874899963,1475.839451968373,2337022.075226197,0.3774152508073109,0.3587122353992038,0.31373955570565404,427.7587418562863,0.8826442839349898,0.018837924527263825,0.07470164751429709
219,ETH4,24525.8,137.0,573732.1631954047,17168060,2193.767430216548,13.0,169859.56095118323,17526008,294.6844016024036,13.0,6310.016983174865,3143.1325992812863,3091.7908924354438,1443.4664235887674,2200192.819496901,0.9073021524288193,0.883738116013108,0.865688809453927,375.27102623043817,0.9803245553693688,0.0032897965127027216,0.011923650839369696
220,ETH5,8452.632857142857,136.0,130103.8254246352,5916843,828.229064964326,15.0,38635.75150418709,6616722,425.92814221332,15.0,14133.589366619448,3562.4306392003564,3627.923883481718,1605.2208323307107,2493701.4474402494,0.5688118331819761,0.5432640345535618,0.48580067290117374,220.5295250907273,0.9276882117761635,0.007979479869337112,0.038323054829868926
221,ETH6,21536.757142857143,166.0,455439.7234241928,15075730,1976.0518212542245,10.0,134865.9471905863,15786678,469.6124186279419,10.0,7675.7184282981525,2997.214976262575,2910.4142977963743,1509.175451984456,2098050.4833838027,0.9229572326990007,0.7983304291069155,0.762377873292912,400.0376650197865,0.9552133767471536,0.0025933258409400633,0.039312577351612546
222,ETH7,12292.364285714286,131.0,237882.17134623765,8604655,1133.076605332332,14.0,70454.90648253728,9052149,358.81584877315976,14.0,13216.362511033507,3567.3800324148533,3638.423348627941,1617.0061669517083,2497166.022690397,0.733789887389343,0.7189048253532535,0.6833656847672304,149.70489423096006,0.9529762490652772,0.0061353386913980314,0.029947916235139302
223,ETH8,2918.1285714285714,103.0,25216.714569737283,2042690,300.48028539241454,11.0,7509.6914044455225,2400537,238.39909864797195,11.0,5060.481764486799,3268.9563353826247,3275.130156640298,1620.790940604367,2288269.434767837,0.28211595064783107,0.24291742750980325,0.20670583290322123,481.8683658793992,0.8600479809309334,0.024059200087313798,0.08918046253817374
224,ETH9,10208.347142857143,182.0,196119.50218440685,7145843,1019.7263737639254,14.0,58096.86240272166,8146594,374.20242864296443,14.0,6798.941897620244,3610.133725702002,3608.6820515964096,1701.4360802502913,2527093.607991401,0.8442983730591441,0.7217433968252591,0.6330823654646347,451.31555317625106,0.88876578359005,0.0075830463626885055,0.04729633022094878
225,GAB1,30623.555714285714,470.0,244888.18753975214,21436489,2729.2004005507574,15.0,72955.88240730678,21803582,2480.416249374061,15.0,69488.83125983177,2755.956413929031,2812.606638908555,1171.2073593520659,1929169.4897503215,0.10351824290571873,0.09283315938538256,0.09127018670601922,381.99316531749497,0.10163664851032275,0.885103924667057,0.004547005166398805
226,GAB2,49167.49571428572,445.0,584379.5095393653,34417247,4341.717736888221,11.0,173425.3623948021,34685983,2594.1661241862794,11.0,75360.25129150423,2700.6472004227758,2595.1339557156384,1179.0399146518178,1890453.040295943,0.44339154435054107,0.4057205388914459,0.40257714477920375,300.0753574865383,0.08361089261907324,0.9103315884113764,0.002015540398552349
227,GAB3,94409.17142857143,494.5,1516722.9996503028,66086420,8305.767179872324,11.0,449461.6196276836,66354774,3401.180896344517,11.0,99206.10530638754,2758.47432558936,2797.570609340854,1170.006938027895,1930932.027912552,0.6170499616089101,0.5929530000263291,0.5905549614259857,197.94783120426746,0.03925242816741415,0.9580277524568165,0.0009792211785696083
228,GAB4,87195.25285714286,478.5,1336160.2282164425,61036677,7674.614469896107,12.0,396023.2484969328,61312495,3398.747621432148,12.0,103791.02518564962,2774.321210647354,2724.951897523178,1175.246507021655,1942024.8474531479,0.5827882205241227,0.5597175449115619,0.5571996213822321,223.3247094572913,0.03958463931373205,0.9574684572859089,0.001437113267042876
229,GAB5,175059.83428571429,495.0,3606295.5651304917,122541884,15365.335711603455,1.0,1067942.1893605606,122753667,3474.131947921883,1.0,104170.392574214,2823.1640395533577,2728.0060772363227,1186.056782324751,1976214.8276873503,0.7912318789697068,0.7752639171109855,0.7739263789162404,208.54426998991232,0.020212487827349385,0.9785692593606999,0.00047090242933435137
230,GAB6,139945.3,586.5,2620710.0077136173,97961710,12288.449743397172,1.0,776253.0471220788,98172425,3683.4959939909863,1.0,104989.70604284959,2675.58070262981,2681.366893256413,1158.1921898779494,1872906.4918408669,0.729464530970729,0.7017911283908784,0.7002848203046833,215.0239024104646,0.037795745597605436,0.9606927403494413,0.0006007593272754544
231,GAB7,130082.14857142857,480.0,2429473.1549791507,91057504,11428.579546876956,1.0,719613.7347838081,91302922,3456.92663995994,1.0,100827.67070507258,2712.8520088949986,2665.503613253186,1170.2227308470058,1898996.406226499,0.722377528728572,0.6994370502402526,0.697556996040061,191.02385004831876,0.03158984331301029,0.9666735090909796,0.0006017879690641226
232,GAB8,33251.59714285714,471.0,342172.9419173392,23276118,2955.891600951308,14.0,101654.44597076291,23614618,2009.1475963945918,14.0,56331.958315847485,2822.781145251308,2842.58312979268,1175.2152364728606,1975946.8016759155,0.354964938896723,0.3250347416179966,0.3203755826158187,346.22037415651204,0.08287413330166933,0.905378820864263,0.004175676269673302
233,GAB9,74382.27428571429,576.0,1037872.190843542,52067592,6547.562648641882,11.0,307736.6668663438,52308478,3262.444917376064,11.0,92117.54637485344,2677.735335600811,2717.5497109076755,1156.2015906699019,1874414.7349205678,0.5406555971798317,0.50411526617171,0.5017937627625105,255.10184920588955,0.06723753269976618,0.9294042927419911,0.0011594678782280762
234,GIN1,17762.064285714285,471.5,251620.84251546374,12433445,1620.3145575165854,15.0,74601.58698757981,12944693,798.6927891837756,15.0,13128.038720590286,4087.732169533232,4183.204793651547,1966.128262737345,2861412.5186732626,0.7125628877057588,0.5279900301163515,0.5071371719669211,363.8031242986424,0.954066736074776,0.010468846190481303,0.008054343196860676
235,GIN2,9820.385714285714,634.5,59464.02165582795,6874270,931.6450118913506,19.0,17806.44577754781,7442912,839.7177015523285,19.0,15798.375566040208,4065.1146721321684,4220.960828999065,1921.764696877784,2845580.270492518,0.16926148283563003,0.10695637500418226,0.09878485732466002,696.5944949020443,0.9142766970777029,0.018397503557747292,0.018175816132180524
236,GIN3,23157.838571428572,565.0,385409.9689740178,16210487,2067.5851796219804,12.0,114197.1535414866,16517938,803.0539559339009,12.0,16318.667845902719,3823.0072063428042,3970.6242534686394,1880.1872388674378,2676105.044439963,0.742629981377547,0.6232473459927514,0.6116467442849102,370.570692147585,0.9781088898626451,0.006840805432251895,0.004067820087470966
237,GIN4,11093.434285714286,717.5,113727.91129313278,7765404,1010.133308298911,14.0,33787.38687463267,8069955,664.2792939409113,14.0,13638.4225105829,3719.99304707625,3866.3705437989984,1847.1313466899337,2603995.1329533746,0.5084408003352698,0.3558980318345317,0.342466841512747,597.7791148312738,0.9558400263694159,0.01493044261089436,0.008305622522058673
238,GIN5,12710.132857142857,806.0,123168.27369851449,8897093,1171.8277631743647,18.0,36610.57330978634,9361732,788.7686529794692,18.0,12965.143399854824,4026.47922313182,4167.241263121911,1928.497348343696,2818535.456192274,0.5159228207743238,0.34405035442475423,0.3269745384721545,567.73873130502,0.9434568304241139,0.014492937845261967,0.009892400252431922
239,GIN6,24264.345714285715,267.0,370126.333104522,16985042,2178.16197271248,9.0,109702.694252365,17401336,963.7829243865799,9.0,15912.351216577468,3943.1704348327116,4007.817571198404,1937.3828988181076,2760219.3043828984,0.7709466462450486,0.5712460410754356,0.5575800616688282,327.43428436869794,0.9703453229108385,0.007468392082079215,0.0044547728978970354
240,GIN7,21424.075714285715,346.0,343532.147208052,14996853,1944.6084616347478,10.0,101801.39565232157,15535477,816.7777916875312,10.0,14195.958822540682,3939.614813721061,4056.6244221219663,1917.284003625763,2757730.369604743,0.7584105745561945,0.6008631277508688,0.5800308545402243,313.42794986615587,0.9598862011124603,0.007692071508328968,0.005164566237650765
241,GIN8,14001.074285714285,508.0,160419.54545122752,9800752,1272.1197897108525,13.0,47618.36316477658,10162965,757.7188282423635,13.0,12392.40228316835,3680.834747689416,3937.170965598395,1791.785748578813,2576584.3233825914,0.6440675389917727,0.4193869001072571,0.40443974765238294,458.6512295330228,0.9539058729416071,0.015276348978865912,0.01067365675272915
242,GMB1,12477.81,437.0,110720.79925157074,8734467,1276.7285016898236,93.0,32938.7831908018,10199784,1108.9265147721583,93.0,29327.81602457797,4371.909586070659,4529.707548316644,2043.213164722587,3060336.7102494617,0.19329990740419245,0.1536074267611292,0.13153994241446682,331.9236419943007,0.8557064541758923,0.013343811986606776,0.05656962931764045
243,GMB2,57535.77285714286,284.0,928173.846932498,40275041,5271.712604831643,1.0,275045.6317258522,42115712,2397.8919629444167,1.0,98343.26064454555,4285.925695211797,4442.095675358206,2034.857018781259,3000147.986648258,0.6116839138860463,0.5701136592263184,0.5451967902145404,177.29069019823427,0.9455332014807205,0.01352283917223102,0.01866111155855563
244,GMB3,35829.717142857146,213.0,655529.8772466491,25080802,3264.9026160971334,38.0,194178.02270120865,26083307,1126.6751377065598,38.0,34342.54413117244,4215.917130890092,4374.96464409823,2027.158484030605,2951141.991623064,0.7365723657943685,0.6811355553941217,0.6549562906267982,144.5950335117828,0.9613945041554739,0.003375108838768029,0.015333216758135768
245,GMB4,31067.865714285716,318.0,451889.3951546748,21747506,2849.995243459757,55.0,133961.58091620292,22768612,1764.1735102653981,55.0,92345.39040353442,4312.314924557968,4473.633922098201,2039.4320569106558,3018620.4471905776,0.43554038941646767,0.3989604141274866,0.38106820038041844,125.07095661387154,0.9557123640211358,0.003914775305582967,0.01773182309048966
246,GMB5,35915.29571428571,423.0,704549.2114063726,25140707,3250.316810614595,39.0,208661.87330179312,25966781,927.5449424136204,39.0,20905.186611332832,4145.004269364378,4291.360154918745,2011.2502842778008,2901502.988555065,0.8295572695543747,0.7381475787454983,0.7146650946068364,159.29420022944825,0.9666266296157386,0.005318448982952488,0.011337177295868903
247,GMB6,10047.257142857143,415.5,87439.65846469809,7033080,1067.7151082738765,116.0,26017.462410487355,8529976,932.0073860791186,116.0,23018.35302288997,4345.207038259692,4493.45005452816,2038.3705900241953,3041644.926781785,0.20180686815966292,0.1542853202295438,0.1272103227488565,349.00093211969835,0.8257148671930613,0.017785513112815322,0.07478954219800853
248,GNB1,71597.77571428572,302.0,1213251.147938942,50118443,6362.466641632244,4.0,359471.39862779813,50829746,2416.584501752629,4.0,69510.24563270599,4176.993461094189,4293.194536713157,1999.1376106263042,2923895.4227659325,0.6480090179241952,0.6290312929314265,0.6202287337811997,132.1462183652437,0.9867154952928547,0.0044831032600477685,0.0009239274970998282
249,GNB2,64202.71142857143,360.0,622140.7869146577,44941898,5795.378270121417,9.0,184949.42597067158,46299277,4307.9641962944415,9.0,128582.62459887381,4272.053737191455,4404.353936104793,2006.8332018312183,2990437.6160340183,0.2764054265618037,0.2645028254035911,0.25674826412516116,142.84754686992957,0.9728693819560077,0.005600692209513336,0.0018465731117140339
250,GNB3,48363.364285714284,380.0,415990.8863898954,33854355,4357.560270371761,12.0,123829.02450703282,34812549,3944.9893590385577,12.0,118218.15082046,4256.294097454673,4385.677987511399,2005.1346312296853,2979405.8682182706,0.10222957330929619,0.09747561281259087,0.09479265652164684,162.83135673782337,0.974169458260583,0.006384393168107282,0.0017641914127000582
251,GNB4,343194.75,116.5,7684636.318600067,240236325,30207.70309175116,1.0,2275296.9481074177,241329340,4819.858662994492,1.0,166518.72121929817,4289.5496180943155,4409.633313402027,1995.3836964813318,3002684.7326660207,0.8492646587157782,0.844286595709454,0.8404627013027094,85.65430101452344,0.995762135677328,0.0010308734114136309,0.0004669345219275866
252,GNB5,68844.28571428571,221.0,1176809.8778927648,48191000,6141.881086493929,2.0,348666.79858396633,49067488,2319.0559589384075,2.0,69411.51092436351,4299.208624060645,4433.350517736183,2015.8476669773884,3009446.0368424514,0.6563096309483969,0.6337878234525118,0.6224665301798209,114.21703454635244,0.9839436043679269,0.0032308766244565036,0.0010681003274510405
253,GNB6,70151.34857142858,402.5,1179928.3603834272,49105944,6253.143322067844,4.0,349606.3966513821,49956362,2410.29344016024,4.0,65173.95999301728,4124.436925014222,4233.209664930147,1989.0411653522358,2887105.8475099555,0.6565487853106583,0.6252387287371973,0.6145951540666632,172.0604872444455,0.9823794815162882,0.005907335686293569,0.0014871178970157996
254,GNB7,94586.25571428571,294.0,1622616.1133212799,66210379,8384.113280761047,1.0,480740.8522255892,66980681,3099.31960440661,1.0,89373.5577548036,4228.850705797564,4355.121402192984,2009.625860645148,2960195.4940582947,0.6577649385387814,0.6377144586349521,0.6303805122554667,122.1637975222959,0.9893204280798519,0.0034075646379289576,0.0006583390813837799
255,GNB8,230475.92,246.0,4543907.000603618,161333144,20302.362873951683,1.0,1345734.9648622156,162195577,5426.838507761642,1.0,207827.56055019182,4215.9566392610395,4339.078586850991,1995.3588062522374,2951169.647482728,0.7441425133140728,0.7366495690432959,0.7327326256251735,75.91307104336023,0.995388265118968,0.0016945344939954805,0.000309194621256534
256,GNB9,167663.36857142858,408.0,3027721.6596591,117364358,14795.268869695832,1.0,896899.8736392963,118199403,4975.440786179269,1.0,184559.41602534332,4196.011057968655,4313.767526144719,1984.9733645372917,2937207.7405780586,0.6830056696232193,0.6684787727463222,0.6637561612726589,98.71787762128406,0.9932964297628475,0.002557787876475146,0.0005180060004194776
257,GNQ2,33961.74857142857,511.5,354283.30838229286,23773224,3048.0106396294905,24.0,105239.84414528622,24350557,2297.486479719579,24.0,81093.47744676104,2731.931394836983,2878.1001472047137,1199.1616454418759,1912351.9763858882,0.2747560479004064,0.25231054063176284,0.24632845154219676,302.3232619048381,0.9695075558230557,0.013004918121585473,0.00617562875461124
258,GNQ3,48393.93714285714,262.5,865427.5831605421,33875756,4296.449117536613,1.0,256370.81880371014,34324332,1482.67588883325,1.0,49747.751815855234,2740.7101853144004,2885.975403828121,1199.880712852002,1918497.1297200804,0.7011616705604642,0.6636225919209006,0.6549498763734135,170.9034154695719,0.98329936908896,0.005497120817966683,0.006309139534019191
259,GNQ4,107796.85,277.5,2245997.6623157943,75457795,9482.89936162223,1.0,665097.1349077398,75758883,2088.443289934902,1.0,74380.80721594686,2717.3629406381956,2796.1453373939935,1168.4387635049025,1902154.058446737,0.8064217196533829,0.7829064975990884,0.7797949977694365,137.83910634559683,0.9929223877284463,0.004321315033116314,0.001128039335004451
260,GNQ5,84713.79,123.0,1466450.3887264316,59299653,7463.385530103893,1.0,434457.6253787488,59624987,2742.5391837756633,1.0,103483.31917599593,2692.6680925613255,2781.134555877287,1163.2138241443347,1884867.664792928,0.6558625574581618,0.6360506696388257,0.6325801630782746,120.49564522982519,0.9858272170357035,0.01024122655154625,0.0010762098782512103
261,GNQ6,37881.258571428574,510.5,403011.7637291751,26516881,3381.318187507823,22.0,119695.71393303647,27013351,2563.8537806710065,22.0,94813.26696998978,2734.619071352613,2838.6660961875637,1173.7803989397235,1914233.349946829,0.2649028149826959,0.24638218197683204,0.24185400026823772,241.43949110813134,0.9734600864587293,0.013672831630551871,0.004647553722601835
