"GID_1","member_community","trpar","trtax","trgov","trlaw","trgen","trrel","trnei","tracq","railway_contact","explorer_contact","district_ethnic_frac","loc_ln_export_area","distsea","mp_service"
"BEN1",0.34278914,2.13358272652682,1.10135937802448,1.50071955729498,1.68571346065589,0.524864715242705,2.400155589799,2.11952159339884,1.60318328770987,0.69444221,0.42214301,0.60886443,0.63941789,147.728692887725,0.97180989509548
"BEN10",0.46828428,1.50390905941089,1.17282201106163,1.84356734403853,1.57741896557453,0.465281801240578,2.65053596607358,1.40470644930122,0.884971574823862,0.4647561,0.49087405,0.20534125,2.0898983,207.742785513114,0.965609000510472
"BEN11",0.48100582,1.94294316507854,1.62741172913605,2.17190537840154,2.07531408070487,0.41967201703356,2.65856482268955,1.56988611253339,0.884991536915907,0.9688791,0.94418484,0.12886496,1.9076408,174.955501477684,0.900180527065211
"BEN12",0.52739686,1.34418522468718,1.2908622462247,1.37064171648074,1.39927382072034,0.0954318186265564,2.1556351131962,0.815924857851425,0.795940912086762,0.740484,0.77258688,0.21197768,1.4210899,280.989183116775,1
"BEN2",0.3178423,2.54658143263276,1.55317717373988,1.8781007099765,2.16400505424715,0.611403499652027,2.63201948197162,1.96991523937643,1.50500233546647,0.27531621,0.27531621,0.26404783,0.77484494,484.362673628147,1
"BEN3",0.24053578,1.4545525382258,1.24611492299851,1.48574191657368,1.52791975026292,0.125903970293014,2.6324772018101,0.951042052606095,0.66343910375121,0.75008875,0.783934415,0.521912195,0.6134825585,332.013629822589,0.959525702735164
"BEN4",0.42096037,2.01204782622071,1.29743876749818,1.45900323898406,1.97744667303544,0.581889285608734,2.68871356871944,2.12429497759048,1.72805835795139,0.66084933,0.56174833,0.4009645,1.0613084,238.276159555349,0.901419817240003
"BEN5",0.61596107,1.76360737025216,1.50416107213626,1.53636158512619,1.75667407545142,0.223406766467726,2.43592727667661,1.50775038090284,1.32258757246237,0.82166463,0.82166463,0.19097237,1.5665263,245.610879969852,1
"BEN6",0.38989997,2.34518254736374,1.56255759812928,1.7899877372578,2.14031313583471,0.546284339331804,2.75195782800003,1.83022418732351,1.39405868847732,0.80542743,0.80542743,0.11445723,1.3656856,254.858642237236,1
"BEN7",0.31157893,1.95506842146356,1.35301441838771,2.36584671649457,1.90476970042086,0.10826294027133,2.48026908061436,1.06904171273506,0.653843464130823,0.60488033,0.58063835,0.37005666,0.66790414,301.429233001832,0.928932245352336
"BEN9",0.43343115,1.69787151836651,1.31703016244096,1.87216964057434,1.58442728892205,0.0691594921289555,2.47102930379691,0.950298636981342,0.574744854583057,0.54502755,0.51752096,0.14986047,2.2947032,145.855378544722,0.888522343544433
"BFA1",0.51000476,1.82543049687862,1.61894578069105,2.00424989160619,1.87864850418616,0.238670289949261,2.86684603931703,2.08979879026557,1.44863343340622,0.37572679,0.5200246,0.19145139,0.065660752,559.776233793342,0.95462600323652
"BFA10",0.4745014,1.948723835351,1.61622502840733,2.16606719338806,1.88032666970197,0.352377158911771,2.88960643474235,2.30077906444787,1.75565808033701,0.57917565,0.6746906,0.22449881,0.0068020676,410.683815435204,1
"BFA11",0.39587304,2.24309053013337,1.99663104211879,2.31149668336727,2.33509621701534,0.280020237600178,2.7210393231914,2.07221688895909,1.3864842702165,0.54879171,0.41251346,0.6456784,0.022473767,454.630320528116,1
"BFA12",0.39961547,2.49889655781621,2.10841964725953,2.46452291986091,2.39987852304814,0.591292439263724,2.92890205750174,2.56684929334064,1.6756761787866,0.63893467,0.63893467,0.3646282,0.20340937,379.693076801958,1
"BFA13",0.3055124,1.88725835631491,1.47502770668475,2.11096810357833,2.29049091706981,0.344867968683113,2.9278471100466,2.10027460349703,1.61326783503077,0.80873454,0.80873454,0.32021469,0.07297688,666.558227723052,1
"BFA2",0.28089628,1.61509189517288,1.53006786840814,1.93631511309849,2.04807405995087,0.14166926161279,2.89764797784114,2.25693781358922,1.39211327348843,0.97236437,0.97236437,0.45797545,0.072391413,674.523585310982,1
"BFA3",0.33401564,1.8839805598706,1.77515230583644,2.12201227733304,2.1285592973213,0.34450021004485,2.74495362906034,2.32435955654492,1.66306600726748,0.59623748,0.74590099,0.42100358,0.054035675,551.910723311234,1
"BFA4",0.52317452,2.48447037947135,2.08504151770134,2.40662361148112,2.19490754015717,0.541827078095839,2.97047090939445,2.52752156639754,1.56656848970629,0.62335765,0.62335765,0.67891741,0.10051458,276.31696746622,0.895229422051664
