,GID_1,fb_rwi_mean,fb_rwi_mean_pop_wght,FB_pntr_13p_all,FB_pntr_13p_female,FB_pntr_13p_male,FB_pntr_15p_all,FB_pntr_15p_female,FB_pntr_15p_male,FB_pntr_18p_all,FB_pntr_18p_female,FB_pntr_18p_male,FB_pntr_15to24_all,FB_pntr_15to24_female,FB_pntr_15to24_male,FB_pntr_25to59_all,FB_pntr_25to59_female,FB_pntr_25to59_male,FB_pntr_60p_all,FB_pntr_60p_female,FB_pntr_60p_male,FB_pntr_15to49_all,FB_pntr_15to49_female,FB_pntr_15to49_male,FB_pntr_18to24_all,FB_pntr_18to24_female,FB_pntr_18to24_male,FB_pntr_18to49_all,FB_pntr_18to49_female,FB_pntr_18to49_male,fb_key,wpop_2020_age_0_to_12months_male_fb_custom_locs,wpop_2020_age_1_to_4_male_fb_custom_locs,wpop_2020_age_5_to_9_male_fb_custom_locs,wpop_2020_age_10_to_14_male_fb_custom_locs,wpop_2020_age_15_to_19_male_fb_custom_locs,wpop_2020_age_20_to_24_male_fb_custom_locs,wpop_2020_age_25_to_29_male_fb_custom_locs,wpop_2020_age_30_to_34_male_fb_custom_locs,wpop_2020_age_35_to_39_male_fb_custom_locs,wpop_2020_age_40_to_44_male_fb_custom_locs,wpop_2020_age_45_to_49_male_fb_custom_locs,wpop_2020_age_50_to_54_male_fb_custom_locs,wpop_2020_age_55_to_59_male_fb_custom_locs,wpop_2020_age_60_to_64_male_fb_custom_locs,wpop_2020_age_65_to_69_male_fb_custom_locs,wpop_2020_age_70_to_74_male_fb_custom_locs,wpop_2020_age_75_to_79_male_fb_custom_locs,wpop_2020_age_80plus_male_fb_custom_locs,wpop_2020_age_0_to_12months_female_fb_custom_locs,wpop_2020_age_1_to_4_female_fb_custom_locs,wpop_2020_age_5_to_9_female_fb_custom_locs,wpop_2020_age_10_to_14_female_fb_custom_locs,wpop_2020_age_15_to_19_female_fb_custom_locs,wpop_2020_age_20_to_24_female_fb_custom_locs,wpop_2020_age_25_to_29_female_fb_custom_locs,wpop_2020_age_30_to_34_female_fb_custom_locs,wpop_2020_age_35_to_39_female_fb_custom_locs,wpop_2020_age_40_to_44_female_fb_custom_locs,wpop_2020_age_45_to_49_female_fb_custom_locs,wpop_2020_age_50_to_54_female_fb_custom_locs,wpop_2020_age_55_to_59_female_fb_custom_locs,wpop_2020_age_60_to_64_female_fb_custom_locs,wpop_2020_age_65_to_69_female_fb_custom_locs,wpop_2020_age_70_to_74_female_fb_custom_locs,wpop_2020_age_75_to_79_female_fb_custom_locs,wpop_2020_age_80plus_female_fb_custom_locs,wpop_2020_total_pop_all_fb_custom_locs,wpop_2020_total_pop_male_fb_custom_locs,wpop_2020_total_pop_female_fb_custom_locs,wpop_2020_age_10plus_all_fb_custom_locs,wpop_2020_age_10plus_male_fb_custom_locs,wpop_2020_age_10plus_female_fb_custom_locs,wpop_2020_age_15plus_all_fb_custom_locs,wpop_2020_age_15plus_male_fb_custom_locs,wpop_2020_age_15plus_female_fb_custom_locs,wpop_2020_age_15_to_24_all_fb_custom_locs,wpop_2020_age_15_to_24_male_fb_custom_locs,wpop_2020_age_15_to_24_female_fb_custom_locs,wpop_2020_age_25_to_59_all_fb_custom_locs,wpop_2020_age_25_to_59_male_fb_custom_locs,wpop_2020_age_25_to_59_female_fb_custom_locs,wpop_2020_age_60plus_all_fb_custom_locs,wpop_2020_age_60plus_male_fb_custom_locs,wpop_2020_age_60plus_female_fb_custom_locs,wpop_2020_age_15_to_49_all_fb_custom_locs,wpop_2020_age_15_to_49_male_fb_custom_locs,wpop_2020_age_15_to_49_female_fb_custom_locs,wpop_2020_age_13plus_male_fb_custom_locs,wpop_2020_age_18plus_male_fb_custom_locs,wpop_2020_age_18_to_24_male_fb_custom_locs,wpop_2020_age_18_to_49_male_fb_custom_locs,wpop_2020_age_13plus_female_fb_custom_locs,wpop_2020_age_18plus_female_fb_custom_locs,wpop_2020_age_18_to_24_female_fb_custom_locs,wpop_2020_age_18_to_49_female_fb_custom_locs,wpop_2020_age_13plus_all_fb_custom_locs,wpop_2020_age_18plus_all_fb_custom_locs,wpop_2020_age_18_to_24_all_fb_custom_locs,wpop_2020_age_18_to_49_all_fb_custom_locs,wpop_2020_total_pop_fm_ratio_fb_custom_locs,wpop_2020_age_10plus_fm_ratio_fb_custom_locs,wpop_2020_age_15plus_fm_ratio_fb_custom_locs,wpop_2020_age_15_to_24_fm_ratio_fb_custom_locs,wpop_2020_age_25_to_59_fm_ratio_fb_custom_locs,wpop_2020_age_60plus_fm_ratio_fb_custom_locs,wpop_2020_age_15_to_49_fm_ratio_fb_custom_locs,wpop_2020_age_13plus_fm_ratio_fb_custom_locs,wpop_2020_age_18plus_fm_ratio_fb_custom_locs,wpop_2020_age_18_to_24_fm_ratio_fb_custom_locs,wpop_2020_age_18_to_49_fm_ratio_fb_custom_locs,wpop_2020_age_15_to_49_all_frac_fb_custom_locs,wpop_2020_age_15_to_49_female_frac_fb_custom_locs,wpop_2020_age_15_to_49_male_frac_fb_custom_locs,wpop_2020_pop_density_fb_custom_locs,wpop_2020_pop_density_log_fb_custom_locs,weighted_FB_pntr_13p_all,weighted_FB_pntr_60p_all,weighted_FB_pntr_15p_all,weighted_FB_pntr_18p_all,weighted_FB_pntr_15to24_all,weighted_FB_pntr_25to59_all,weighted_FB_pntr_15to49_all,weighted_FB_pntr_18to49_all,weighted_FB_pntr_18to24_all,weighted_FB_pntr_13p_female,weighted_FB_pntr_13p_male,weighted_FB_pntr_15p_female,weighted_FB_pntr_15p_male,weighted_FB_pntr_18p_female,weighted_FB_pntr_18p_male,weighted_FB_pntr_60p_male,weighted_FB_pntr_15to24_female,weighted_FB_pntr_15to24_male,weighted_FB_pntr_25to59_female,weighted_FB_pntr_25to59_male,weighted_FB_pntr_60p_female,weighted_FB_pntr_15to49_female,weighted_FB_pntr_15to49_male,weighted_FB_pntr_18to24_female,weighted_FB_pntr_18to24_male,weighted_FB_pntr_18to49_female,weighted_FB_pntr_18to49_male
214,MDG2,-0.496550524737631,-0.337545049817186,0.13193196513182,0.121338612351222,0.135233780933726,0.142740086781512,0.129201499397495,0.145282534620951,0.141208143393097,0.125519596253675,0.148356412135046,0.214484635220004,0.213047575203108,0.220570461354871,0.104466256506492,0.0972200493375927,0.114777248100656,0.0632049313425632,0.0553184102659139,0.0713416418420192,0.15434541639765,0.147836200609644,0.164796011051966,0.246865897339027,0.233717623033774,0.259950586728355,0.165074295955613,0.145717184862927,0.171535384527448,4565-4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179999.99999999997,7200.000000000005,179999.99999999985,160000.00000000035,89999.99999999985,75999.99999999971,159999.99999999974,150000.00000000006,71999.99999999993,82999.99999999972,92000.00000000007,81999.99999999999,90999.99999999988,72000.00000000006,82999.9999999998,4000.000000000001,122207.41519613256,47000.000000000015,36000.00000000001,41000.00000000007,3199.999999999999,76999.99999999983,85000.00000000015,34000.00000000001,37999.99999999995,66999.99999999983,76999.99999999994
215,MDG3,-0.446494101721137,-0.374703372833572,0.0570446629875273,0.0484624021028339,0.0650816681368666,0.0588281945527613,0.0517860770820551,0.0709789324761248,0.0592317785288217,0.0498926290094978,0.0687711163839809,0.0957303150834139,0.0873252531790245,0.102648000400637,0.0393045244375913,0.0311057833816575,0.0472677346673811,0.0365708025045505,0.0326961747465594,0.0400618728189699,0.0675061139839152,0.0578670967970166,0.0755482929837036,0.11527765908793,0.100671965418934,0.128226911389145,0.0693612875253481,0.0588860728427304,0.0790158999929245,4573-4581-4600-4582-4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,9099.999999999993,190000.00000000012,169999.99999999994,109999.99999999994,72000.00000000006,179999.99999999988,159999.99999999997,91000.00000000009,88000.00000000004,110000.0,87000.00000000003,109999.99999999997,75000.00000000006,94000.00000000004,4700.0,131269.7710754041,58000.000000000044,30000.000000000033,41000.000000000015,4300.000000000006,79999.99999999996,97000.0,40999.99999999986,49000.00000000018,70999.99999999997,87000.00000000001
216,MDG4,-0.476426244581637,-0.351743079722622,0.066737386349112,0.0587142142354159,0.0734303458328406,0.0723455066639646,0.0625807212727757,0.0789174632258712,0.0717053842151205,0.0635807436402359,0.0824664224900447,0.103225859967324,0.0944638971360825,0.112249280708168,0.0533556327204517,0.0468487159373921,0.0620156354301925,0.0428899135878357,0.0405806747254108,0.0465072491830559,0.0812857987473443,0.0705441757647623,0.0882108632532988,0.126223057758758,0.112313995711338,0.137210695912138,0.0819586862752732,0.0730087893646423,0.0955064671257735,4585-4598-4578-4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000.00000000006,6900.000000000004,159999.9999999999,140000.00000000006,84000.00000000023,66000.00000000004,149999.9999999999,130000.00000000004,69999.9999999998,72000.00000000006,85999.99999999999,71000.00000000003,85000.00000000004,64000.00000000001,77999.99999999997,3699.9999999999986,95086.79940766496,44999.999999999905,30000.00000000001,37000.00000000001,3300.000000000002,67000.00000000001,78999.99999999999,31999.999999999905,37000.00000000011,59999.99999999996,72999.99999999997
217,MDG5,-0.490796870109546,-0.413340682811892,0.094125752537165,0.0816928487207494,0.106606118226943,0.0971101078317246,0.0878299805283247,0.106486232262833,0.09939983182856,0.0865533483000942,0.110512573905452,0.152307992621709,0.141200625711318,0.163168768870066,0.0725027364329631,0.0608045253387955,0.0861182115821215,0.053012429671297,0.0482451248101143,0.0578493302308776,0.112198171891072,0.0988866405967789,0.128863567384332,0.179612672988433,0.160647197121454,0.198638648294919,0.111228212490771,0.0989468363286539,0.125051109023283,4580-4579-2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229999.99999999994,9599.99999999999,219999.99999999997,200000.0000000001,119999.99999999999,93999.99999999999,209999.99999999974,179999.99999999988,96000.00000000028,100000.00000000004,130000.00000000055,100000.0,119999.99999999977,87999.99999999999,110000.00000000022,5199.999999999999,143560.65139749722,64999.99999999997,39999.99999999999,55000.00000000003,4399.999999999998,93000.00000000001,119999.99999999959,42999.9999999999,53000.00000000013,81000.0,100000.00000000001
218,MDG6,-0.515690419635788,-0.418917203728523,0.0358870778725853,0.030399051972963,0.0410722159521609,0.0385161657406622,0.0321019945457245,0.0438714552445223,0.0379735546812382,0.0308320164037708,0.0449122302619268,0.0612551976967195,0.0574792787027562,0.0675642740650129,0.0275509532929246,0.0201630676544799,0.0357342487194675,0.0131755940755154,0.0111724592442373,0.015381874159468,0.0450240263169104,0.0375918877528552,0.0520783285824224,0.0713957625110243,0.0639166437482222,0.0829390569317337,0.0459164864938369,0.0367714660885597,0.0536070213002306,4590-4588-2257-4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,3600.0000000000105,99000.00000000004,87000.0000000001,54000.00000000001,38999.99999999996,91999.99999999996,81000.00000000003,43000.00000000003,43999.99999999997,55000.000000000065,43000.0,53999.999999999985,37000.00000000004,48999.999999999985,2000.0000000000061,68978.08058190704,28999.999999999993,15000.000000000035,24000.0,1599.999999999998,40000.000000000015,51000.00000000001,20000.000000000004,23999.99999999999,33999.99999999996,45000.00000000001
219,MWI1,-0.290353260869565,-0.12077377976148,0.0117803329844529,0.0060444692365407,0.0171695809200819,0.0125274498712301,0.0074436449278187,0.0189902368323686,0.0132793642034461,0.0074953965065929,0.0196706087063773,0.0156039097546379,0.0093179098872578,0.0222858490952032,0.0109836811198942,0.0060532389757121,0.0162915546807896,0.0096537339274669,0.0,0.01134137652718,0.0140615125872661,0.008113884590342,0.0203388976132462,0.0199478477122369,0.0104341463525974,0.0303121691636908,0.0146480062986999,0.0082918646881001,0.0214039132356032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0000000000095,199.99999999999932,2899.9999999999914,2700.0000000000045,1300.0000000000002,1399.999999999999,2699.999999999993,2399.9999999999955,1100.000000000001,799.9999999999978,2100.000000000004,899.9999999999975,2099.9999999999986,799.9999999999916,1900.0000000000018,100.00000000000033,994.520823981678,899.9999999999986,399.99999999999596,1000.0000000000015,0.0,799.9999999999948,1900.0000000000036,299.9999999999996,799.9999999999999,699.9999999999923,1700.0000000000016
220,MWI2,-0.0233342857142857,0.775887099341205,0.325767520452429,0.234089107321383,0.404370323646639,0.351342870450102,0.250143610990032,0.435663645481871,0.369178040155238,0.263534410048922,0.463783383782208,0.38977774370606,0.26622352928269,0.482178192400796,0.309171357734396,0.217122783768528,0.373503453457066,0.662046359273696,0.507657083071199,0.891444805971678,0.34957688865694,0.248932760406744,0.423605711650796,0.450758814489506,0.316738329463562,0.57654677534123,0.369492643820969,0.264261735440439,0.453038905519448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000.0000000002,24000.00000000001,280000.0000000003,260000.00000000015,119999.99999999997,140000.00000000012,250000.00000000015,230000.00000000017,97000.00000000009,96999.99999999985,180000.0000000001,95999.99999999983,180000.00000000012,88999.99999999994,170000.00000000012,12999.999999999998,89908.16076640964,75999.99999999994,45999.99999999996,90000.00000000006,11000.000000000004,83999.99999999987,160000.00000000012,33000.00000000002,64000.00000000005,76999.99999999994,150000.0000000001
221,MWI3,-0.29458953722334,-0.151549059928198,0.0033981839287341,0.001135588452826,0.005084468433808,0.0037179921557944,0.0018696335105076,0.005545437016713,0.0038682618607263,0.0014181097767447,0.0062791002139192,0.0025725996067104,0.0017420463505455,0.0033778188335237,0.0038699776380566,0.0022487779201412,0.0054381871904966,0.0039585631602524,0.0,0.0089739338551404,0.0036333936982902,0.0014859480107422,0.0056886633965925,0.0038351325456513,0.0026331516112434,0.0074539995055513,0.0038001079237247,0.0017365970970832,0.0065752910751811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.9999999999827,99.99999999999991,1199.9999999999718,1099.9999999999964,299.99999999999005,699.999999999999,999.999999999993,899.9999999999823,299.9999999999943,199.99999999999346,899.9999999999919,299.99999999998556,899.9999999999967,199.9999999999925,899.9999999999962,99.99999999999955,245.68568373378508,199.99999999999977,199.99999999999946,499.9999999999955,0.0,199.9999999999942,799.9999999999881,99.9999999999973,299.9999999999973,199.9999999999927,799.9999999999924
222,MWI4,-0.0411678832116788,-0.0058936689472139,0.0017466297665955,0.0008201684471928,0.0028014788417692,0.0019067774225424,0.0017745164203123,0.003090513030671,0.0021605065026988,0.0009905272055199,0.0035635619119781,0.002679941519698,0.0,0.002662323474174,0.0017277489363477,0.0015716478051151,0.0019182785518141,0.0,0.0,0.0,0.0023097023425521,0.0011026781122357,0.0036366196590367,0.0020003104075439,0.0039499314710033,0.0040526280612262,0.0020195732237732,0.001266819026727,0.0043098270162962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9999999999942,0.0,400.00000000000085,399.9999999999934,199.99999999999983,199.99999999999946,399.99999999998846,299.99999999999886,99.99999999999771,99.9999999999925,299.9999999999942,199.99999999999505,299.9999999999916,99.99999999999024,299.9999999999938,0.0,0.0,99.9999999999978,99.99999999999477,99.99999999999719,0.0,99.99999999999574,299.9999999999982,99.99999999999768,99.99999999999955,99.99999999999285,299.9999999999949
223,MWI5,-0.408078,-0.249892184385259,0.0055485885029615,0.002346755931869,0.0077942946921721,0.0054489719737405,0.0038497038899475,0.0087097122802224,0.0063260369792177,0.002967568257147,0.0101580883457499,0.0051946540178645,0.0033473131601055,0.0071743799249639,0.0051847545955635,0.002404543829373,0.0084361289745715,0.0,0.0,0.0,0.0064004209901907,0.0030101495614415,0.0102476696548601,0.0080221462209753,0.0051701271748286,0.0110775141262104,0.0066898215033595,0.0035772378587389,0.0123133715419884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.9999999999869,0.0,799.9999999999991,799.999999999989,299.99999999999983,399.99999999999864,799.9999999999891,699.9999999999949,299.9999999999999,199.9999999999955,599.9999999999937,299.99999999999534,599.999999999998,199.99999999999864,599.9999999999976,0.0,225.59300208471439,199.99999999999795,99.9999999999997,300.00000000000006,0.0,199.99999999999548,600.0000000000019,99.99999999999925,199.99999999999915,199.9999999999952,599.999999999998
224,MWI6,-0.221785984848485,-0.136492842674216,0.0062913965241479,0.0032470355736256,0.0097028527664245,0.0066781758492865,0.0035464046378252,0.0102043252297845,0.0073234647665779,0.0035948241657593,0.0109586458523029,0.0076404505009809,0.0042456153138349,0.0118526810517608,0.0063736035451749,0.0029689449446054,0.0090911089476077,0.0047280610141267,0.0,0.011451255634304,0.0072362492184894,0.0038059525078639,0.0110199745956378,0.0096262244388275,0.0063513357479325,0.0155968832005011,0.0078287135998484,0.00391146492562,0.0120537720371469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.9999999999554,199.99999999999662,3199.9999999999695,3099.999999999968,1299.9999999999852,1699.999999999998,2899.999999999972,2699.999999999968,1099.9999999999975,899.9999999999985,2399.9999999999914,899.9999999999774,2299.99999999999,799.9999999999887,2199.999999999997,200.0000000000007,944.828479628979,899.9999999999983,399.9999999999963,1199.9999999999973,0.0,799.9999999999949,2099.9999999999986,399.99999999999665,799.9999999999976,699.9999999999859,2000.0000000000045
225,MWI7,-0.318550458715596,-0.247159868492594,0.0049030892139977,0.0023246069934485,0.0075464360088829,0.0051461963156589,0.0025413392660837,0.0078169826129252,0.0056166107466277,0.0024093174039314,0.0089121278790824,0.0063598328854537,0.0035173710728929,0.0079845285501254,0.0046461655406209,0.0022830407413859,0.007093663381211,0.0028469062670985,0.0,0.006359488369845,0.0055308665427952,0.0025164986344333,0.0085393267686604,0.0077521862914967,0.0052888929694167,0.0117897445380785,0.0061601019256239,0.0023512754312753,0.0093686131578356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499.9999999999663,99.99999999999828,2399.999999999999,2299.999999999982,1100.0000000000007,1199.9999999999961,2200.0000000000005,2099.9999999999727,899.9999999999955,599.9999999999769,1899.9999999999836,599.9999999999793,1799.9999999999918,499.9999999999821,1799.9999999999957,100.00000000000001,729.9517836780885,699.9999999999945,299.99999999999017,899.9999999999881,0.0,499.99999999999466,1699.9999999999852,299.99999999999835,700.0000000000019,399.9999999999881,1599.9999999999886
226,MWI8,-0.358328651685393,-0.0714707861502424,0.0127222555503355,0.0067085739373469,0.0180169573711978,0.0139120502067857,0.0081891698774848,0.0198601945201703,0.0153078313691043,0.008160527745553,0.0218788124452888,0.0137182881807521,0.0106165135929216,0.0164675739730177,0.0134612312985146,0.006354087892595,0.0214637355881574,0.0120513811266916,0.0,0.0136553978587971,0.0146484121603088,0.0085478993991125,0.0209412372533094,0.0185219306858274,0.0154986025300591,0.0248391898099442,0.0158102327701231,0.0085656384142746,0.0235591092164297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0000000000014,199.99999999999935,3000.0000000000045,2900.0000000000023,1100.000000000001,1599.999999999996,2699.9999999999995,2500.000000000005,1000.0000000000016,799.9999999999977,2100.000000000002,899.9999999999981,2099.999999999998,799.9999999999983,1999.9999999999993,99.99999999999987,1040.7673546561439,699.9999999999994,399.9999999999995,1199.9999999999973,0.0,799.9999999999985,1900.0000000000016,400.0000000000005,700.0000000000011,699.9999999999983,1799.9999999999977
227,MWI9,-0.42585306122449,-0.314810152566345,0.0158001146489115,0.0100099285470459,0.0209301738651218,0.017298792874266,0.0105926305923331,0.0227790079921017,0.0184690665207575,0.0114965834208639,0.0245956205651325,0.0189048000186442,0.0135404372705344,0.0233241214673344,0.0155855545072842,0.0086071574772645,0.0216076217641465,0.0201085815126688,0.011406503790184,0.0325093545995256,0.0177729710942018,0.0115349421805903,0.022917506124348,0.0237689847802362,0.0182731950587339,0.0297252931230314,0.0192229360452371,0.0121794029093396,0.0250079194512733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.000000000015,599.9999999999999,8399.999999999993,7900.000000000019,3400.0000000000064,4300.000000000007,7499.999999999998,7000.000000000011,2899.999999999995,2499.999999999989,5899.999999999987,2400.0000000000055,5899.999999999988,2300.000000000009,5599.999999999989,399.99999999999955,2708.892249301752,2299.9999999999977,1099.9999999999882,3200.0000000000005,199.99999999999918,2200.0000000000014,5300.00000000001,999.9999999999997,2000.000000000002,1999.9999999999927,5000.000000000008
228,MWI10,0.29475,0.222335485154983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,MWI11,-0.17372295247725,0.424438283727109,0.150690629968681,0.114452244961383,0.184513623344497,0.163574068563827,0.113248770185404,0.199785548450741,0.171952420388892,0.124831429383376,0.213447495924165,0.177335805228206,0.133950805009293,0.2108702655397,0.142357644676975,0.101220526426514,0.181873133855543,0.250807783299173,0.206369780974703,0.32954723042586,0.160323399660002,0.11667108766029,0.199924085811056,0.21018743046125,0.161391350348259,0.262151843918724,0.169485781919684,0.123246659226972,0.215458692841189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299999.9999999991,25999.999999999985,299999.99999999936,279999.9999999993,120000.00000000007,149999.99999999962,259999.99999999977,240000.00000000012,98999.99999999993,110000.0000000003,189999.99999999968,100000.00000000029,189999.9999999997,98000.00000000036,180000.00000000006,15000.0,105159.24519773967,75000.00000000007,51000.000000000146,99999.99999999988,12000.000000000007,89999.99999999999,170000.00000000003,35999.999999999935,64999.9999999999,82999.99999999993,159999.99999999994
230,MWI12,-0.264045161290323,-0.153058463004498,0.0040289573801376,0.0018371677608393,0.0058760462820172,0.0041617470179803,0.0025237677024882,0.0064399296138176,0.0044119802926942,0.0022897930735438,0.0066547642303223,0.0051733120896507,0.002762598623287,0.0079473278429508,0.0041547587026506,0.0018457091262002,0.0055422315132176,0.0030745562667873,0.0,0.0065947532120904,0.0046342384044181,0.0024068180360127,0.0069848699494294,0.0055042262330553,0.0040843509084122,0.0095529459200174,0.0050141966997328,0.0021013359924864,0.0073291796019112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.9999999999816,99.99999999999967,1599.9999999999936,1499.999999999984,699.9999999999964,899.9999999999939,1499.99999999997,1399.9999999999918,499.9999999999943,400.000000000001,1199.9999999999993,499.9999999999897,1199.999999999992,399.9999999999957,1099.9999999999916,99.99999999999983,482.5935854564242,499.99999999999574,199.99999999999426,599.9999999999919,0.0,399.9999999999928,1099.999999999988,199.9999999999955,399.999999999996,299.99999999998914,1000.0000000000001
231,MWI13,-0.371839383938394,-0.195819222869976,0.0166389831473062,0.0087872330020544,0.0253367526144036,0.0182488559367503,0.0096490980256305,0.0277523073478168,0.0187572560299499,0.0102536639025147,0.0288401751913941,0.0227804816210567,0.0112727069000686,0.0366938211864226,0.0158885220651132,0.007845386480169,0.0235408267542393,0.0153248392156948,0.0100386085308909,0.0224032286903097,0.0197298359650648,0.0100463172809781,0.0294301101223602,0.0283574912388922,0.0141961091247649,0.0456188726062504,0.0210431890046593,0.0108614715525783,0.030985301385592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10999.99999999999,799.9999999999978,11000.000000000011,9999.999999999998,4800.0,5400.000000000006,9999.999999999995,9200.000000000015,4000.000000000006,2999.9999999999795,8100.000000000007,2999.999999999999,8100.000000000014,2800.0000000000064,7499.999999999994,499.99999999999903,3078.273251422959,3499.9999999999973,1299.9999999999989,4099.999999999996,300.00000000000034,2599.9999999999964,7299.999999999992,1099.9999999999995,2899.999999999998,2400.00000000001,6700.0000000000055
232,MWI14,-0.381624045801527,-0.260250033970159,0.0064886754344613,0.0034846406055721,0.0092924699348538,0.0071235383073649,0.0043832586852059,0.010177469032339,0.0078450678036802,0.003792050267959,0.0109704410327417,0.0069171168230374,0.0041776816983516,0.0096208370149678,0.0066735101645168,0.0031107074977133,0.0097050059448546,0.0081064966054565,0.0,0.0096059620754459,0.0072968955616739,0.0038639099229017,0.0103672379172997,0.0092819674251528,0.0063126930873421,0.0141588901806769,0.0081763156708399,0.0038169028710788,0.0113104083432433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699.999999999967,200.00000000000014,2699.9999999999877,2599.9999999999736,999.9999999999978,1399.9999999999873,2399.999999999979,2299.9999999999923,899.9999999999935,699.9999999999931,1999.999999999984,799.9999999999955,1999.9999999999952,599.9999999999992,1899.999999999992,99.99999999999906,661.016822532812,699.9999999999992,299.99999999999307,1099.9999999999982,0.0,599.999999999986,1799.9999999999918,299.9999999999976,699.999999999999,499.99999999999835,1699.9999999999995
